Document,Recall,Precision,JS_similairty
06_146.xml,0.375,0.333333333,0.509709059
06_1462.xml,0.75,0.8,0.414848052
06_1463.xml,0.75,0.4,0.417671418
06_1470.xml,0.4,1,0.602516293
06_1472.xml,0.666666667,0.5,0.545722987
06_1473.xml,0.5,1,0.435041937
06_1474.xml,0.333333333,0.166666667,0.612569547
06_1475.xml,0.714285714,0.6,0.363974723
06_1477.xml,0.6,0.666666667,0.582428077
06_1478.xml,0.2,0.333333333,0.416238634
06_148.xml,0.2,0.333333333,0.59561701
06_1480.xml,0,0,0.632963796
06_1484.xml,0.142857143,0.6,0.591347257
06_1489.xml,0.333333333,0.4,0.512403276
06_1492.xml,0.333333333,0.2,0.587526732
06_1493.xml,0,0,0.553178069
06_1494.xml,1,0.8,0.402218365
06_1495.xml,0.5,0.5,0.603430047
06_1498.xml,0.833333333,0.333333333,0.467923355
06_15.xml,0.2,0.4,0.497317639
06_1500.xml,0,0,0.604311299
06_1504.xml,0.263157895,0.833333333,0.609010839
06_1505.xml,0.5,0.25,0.693147181
06_1506.xml,0.5,0.5,0.566789658
06_1507.xml,0,0,0.632548193
06_1508.xml,0.25,0.2,0.402086304
06_1509.xml,0,0,0.693147181
06_151.xml,1,0.5,0.482835128
06_1510.xml,0.333333333,0.166666667,0.627071111
06_1514.xml,0.555555556,0.75,0.390542507
06_1517.xml,0.25,0.2,0.553998319
06_1519.xml,0,0,0.648817442
06_152.xml,0.666666667,1,0.417282366
06_1521.xml,0,0,0.693147181
06_1522.xml,0.5,0.333333333,0.631318769
06_1523.xml,0.36,0.666666667,0.511605106
06_1526.xml,0.6,0.4,0.553002428
06_1529.xml,0,0,0.515339718
06_1530.xml,0.375,0.75,0.514741861
06_1531.xml,0.2,0.4,0.615525093
06_1532.xml,0.333333333,0.285714286,0.500415849
06_1533.xml,0.666666667,0.75,0.553250447
06_1534.xml,0.5,0.25,0.53287754
06_1535.xml,0.285714286,0.2,0.541485809
06_1537.xml,0.75,0.5,0.568516535
06_1538.xml,0.6,0.5,0.408452334
06_1540.xml,0.666666667,0.4,0.648319283
06_1541.xml,0.333333333,0.4,0.613788128
06_1542.xml,0.25,0.25,0.576444322
06_1543.xml,0.5,0.5,0.505189482
06_1544.xml,0,0,0.596541452
06_1545.xml,0,0,0.639887513
06_1546.xml,0.333333333,0.25,0.600698357
06_1547.xml,0.333333333,0.2,0.584041615
06_1548.xml,0,0,0.693147181
06_1549.xml,0.5,0.25,0.631533128
06_1550.xml,0,0,0.693147181
06_1551.xml,0.3,0.571428571,0.413249467
06_1552.xml,0.8,0.8,0.520862275
06_1553.xml,0.625,0.4,0.480869756
06_1554.xml,0,0,0.565624786
06_1555.xml,0.166666667,0.166666667,0.451730226
06_1557.xml,0,0,0.570274617
06_1561.xml,0.25,0.333333333,0.597345228
06_1562.xml,0.25,0.5,0.582025158
06_157.xml,0.333333333,0.6,0.670004164
06_1571.xml,0.2,0.6,0.500134557
06_1572.xml,0.6,0.5,0.425156794
06_1573.xml,0.25,0.285714286,0.565938041
06_1575.xml,0,0,0.693147181
06_1576.xml,0,0,0.693147181
06_1577.xml,0,0,0.693147181
06_1578.xml,0,0,0.693147181
06_159.xml,0,0,0.584654663
06_1590.xml,0.666666667,0.5,0.457519488
06_1591.xml,0.333333333,0.4,0.658242001
06_1592.xml,0.4,0.5,0.522078819
06_1594.xml,0.6,0.4,0.468576608
06_1596.xml,0.153846154,0.5,0.497416168
06_1597.xml,0.25,0.166666667,0.458399009
06_1598.xml,0,0,0.42351286
06_16.xml,0.4,0.2,0.518927821
06_160.xml,0.470588235,0.4,0.551710357
06_1601.xml,0.4,0.5,0.594491892
06_1608.xml,0,0,0.541881392
06_1610.xml,0.4,0.166666667,0.441796624
06_1611.xml,0.666666667,0.8,0.401890113
06_1612.xml,0.6,0.8,0.505772033
06_1614.xml,0,0,0.569631423
06_1615.xml,0.5,1,0.455661704
06_1616.xml,0.666666667,0.333333333,0.455942209
06_1617.xml,0.384615385,0.2,0.564144438
06_1619.xml,0.5,0.25,0.498973655
06_162.xml,0,0,0.509405016
06_1620.xml,0.571428571,0.75,0.51101443
06_1624.xml,0.6,0.75,0.35138854
06_1625.xml,0,0,0.599761205
06_1628.xml,0,0,0.609742298
06_163.xml,0.571428571,0.125,0.409528602
06_1630.xml,1,0.75,0.487081874
06_1632.xml,0.5,0.6,0.368338075
06_1633.xml,0.571428571,0.2,0.441508862
06_1637.xml,1,0.666666667,0.569504354
06_1638.xml,0.571428571,0.75,0.436670912
06_1639.xml,0,0,0.693147181
06_164.xml,0.777777778,1,0.44264919
06_1640.xml,0.333333333,0.142857143,0.630564784
06_1641.xml,0.666666667,0.5,0.630564784
06_1642.xml,0.666666667,0.4,0.354447001
06_1644.xml,0.071428571,0.4,0.58094436
06_1645.xml,0.166666667,0.2,0.453454214
06_1646.xml,0.666666667,1,0.352981495
06_1648.xml,0.363636364,0.428571429,0.575512568
06_1652.xml,0.25,0.333333333,0.572362677
06_1653.xml,0.818181818,0.75,0.336124531
06_1654.xml,1,0.8,0.450010901
06_1655.xml,0.4,0.4,0.545020497
06_1656.xml,0.428571429,0.6,0.555740855
06_166.xml,0,0,0.693147181
06_1663.xml,0.222222222,0.6,0.459034401
06_1667.xml,0.4,0.5,0.405117886
06_1669.xml,0.2,0.4,0.529173787
06_167.xml,0.357142857,0.8,0.343463901
06_1670.xml,0.75,0.8,0.566462971
06_1671.xml,0.142857143,0.5,0.637378023
06_1672.xml,0.6,0.4,0.426611075
06_1680.xml,0.375,0.5,0.516580895
06_1681.xml,0.636363636,0.5,0.426789724
06_1683.xml,0.5,0.2,0.508722653
06_1685.xml,0,0,0.594538273
06_1688.xml,0.4,0.6,0.470307818
06_1689.xml,0.666666667,0.333333333,0.4288447
06_1691.xml,0.111111111,0.2,0.558349144
06_1692.xml,0,0,0.568746086
06_1694.xml,0.5,0.5,0.443294214
06_1695.xml,0.357142857,0.5,0.461300178
06_1698.xml,0.4,0.25,0.416920903
06_1699.xml,0.6,0.666666667,0.43941918
06_17.xml,0.6,0.8,0.514297568
06_1702.xml,0.3,0.6,0.531250507
06_1703.xml,0.25,0.4,0.541609616
06_1705.xml,0.5,0.4,0.593502836
06_1706.xml,0,0,0.609011098
06_1707.xml,0.6,1,0.526514822
06_1708.xml,0.444444444,0.5,0.446014014
06_171.xml,0.2,0.4,0.616390721
06_1710.xml,0.142857143,0.166666667,0.553521776
06_1711.xml,0.25,0.666666667,0.559682098
06_1712.xml,0.571428571,0.8,0.610771432
06_1714.xml,0.25,0.4,0.399493988
06_1716.xml,0.6,0.8,0.513679093
06_1718.xml,0.285714286,0.5,0.549152849
06_172.xml,0.5,0.4,0.436040306
06_1721.xml,0.75,0.666666667,0.389963209
06_1722.xml,0.166666667,0.125,0.583412887
06_1727.xml,0.333333333,0.5,0.452152676
06_1728.xml,0.578947368,0.5,0.423573836
06_1729.xml,0.357142857,0.375,0.513912349
06_173.xml,0.75,0.75,0.558661701
06_1730.xml,0.25,0.285714286,0.625558573
06_1732.xml,0.571428571,0.75,0.510214842
06_1733.xml,0.571428571,0.6,0.483579938
06_1735.xml,0.666666667,0.666666667,0.488719357
06_174.xml,1,0.4,0.477927122
06_1744.xml,0.416666667,0.6,0.479297246
06_1747.xml,0.666666667,0.2,0.452322419
06_1748.xml,0.555555556,0.8,0.368963611
06_1749.xml,0.75,0.142857143,0.520888467
06_175.xml,0.666666667,0.5,0.575813369
06_1751.xml,0.625,0.666666667,0.379637116
06_1755.xml,1,0.333333333,0.652871609
06_1758.xml,0.6,0.5,0.416902428
06_1759.xml,0.5,0.5,0.428418997
06_176.xml,0.571428571,1,0.530493132
06_1762.xml,0.5,0.2,0.575212699
06_1763.xml,0.6,0.5,0.521645576
06_1764.xml,0.333333333,0.8,0.512243986
06_1768.xml,0.210526316,0.2,0.549308393
06_1770.xml,0.545454545,0.8,0.38261645
06_1771.xml,0,0,0.494888038
06_1772.xml,0.5,0.333333333,0.551723967
06_1773.xml,0.5,0.5,0.615831063
06_1774.xml,1,0.4,0.359223971
06_1777.xml,0.153846154,0.333333333,0.546457827
06_1778.xml,0.4,1,0.425888669
06_1779.xml,0.545454545,0.666666667,0.529205267
06_178.xml,0.2,0.333333333,0.572994105
06_1780.xml,0.5,0.6,0.355043664
06_1781.xml,0.333333333,0.4,0.616415082
06_1782.xml,0.6,0.75,0.47994463
06_1784.xml,0.75,0.4,0.397250647
06_1785.xml,0.714285714,0.2,0.450971037
06_1786.xml,0.714285714,0.75,0.477527366
06_1787.xml,0.214285714,0.6,0.610025162
06_1788.xml,0.555555556,1,0.390305979
06_1790.xml,0,0,0.579273571
06_1792.xml,1,1,0.563911383
06_1796.xml,0.5,0.666666667,0.530466519
06_1798.xml,0.6,0.666666667,0.379734591
06_1799.xml,0.666666667,0.333333333,0.599401119
06_18.xml,0.333333333,0.4,0.513540407
06_180.xml,0.25,0.5,0.556281113
06_1801.xml,0,0,0.529774948
06_1802.xml,0.5,0.8,0.416301349
06_1803.xml,0.75,0.2,0.421434263
06_1804.xml,0.166666667,0.2,0.536250056
06_1805.xml,0.142857143,0.375,0.634302158
06_1806.xml,0.2,0.333333333,0.601569842
06_1809.xml,0.555555556,0.5,0.487133861
06_1810.xml,0.166666667,0.333333333,0.503368641
06_1811.xml,0.555555556,0.333333333,0.519698772
06_1817.xml,0.25,0.4,0.492062466
06_1819.xml,0.666666667,1,0.353518365
06_1820.xml,0.5,0.333333333,0.621381436
06_1825.xml,0.363636364,0.833333333,0.479911244
06_1826.xml,0.5,0.5,0.547658327
06_1829.xml,0.6,0.571428571,0.588024942
06_1833.xml,0.333333333,0.2,0.693147181
06_1839.xml,0.416666667,0.5,0.435488491
06_1842.xml,0,0,0.56218739
06_1846.xml,0.5,0.5,0.484202743
06_1849.xml,0.181818182,0.25,0.526828358
06_188.xml,0.421052632,0.833333333,0.347710489
06_190.xml,0.8,0.75,0.568627705
06_191.xml,0.285714286,0.25,0.620578648
06_192.xml,0.636363636,0.5,0.458512763
06_195.xml,0.125,0.25,0.524039268
06_196.xml,0.5,0.4,0.551257578
06_199.xml,0.625,0.75,0.377849355
06_1999.xml,0.555555556,0.833333333,0.509655901
06_2007.xml,1,0.2,0.460921024
06_2008.xml,0.5,0.285714286,0.560630089
06_2009.xml,0.466666667,0.333333333,0.422978279
06_202.xml,0.166666667,1,0.423005912
06_206.xml,0.666666667,0.333333333,0.499215711
06_208.xml,0,0,0.595676983
06_209.xml,0,0,0.516238141
06_21.xml,0.181818182,0.2,0.602142569
06_212.xml,0.142857143,0.5,0.626257035
06_213.xml,0.555555556,1,0.498150064
06_218.xml,0.333333333,0.666666667,0.63795444
06_219.xml,0.222222222,0.75,0.524465336
06_22.xml,0.428571429,0.666666667,0.529988638
06_220.xml,0.5,0.5,0.609827821
06_221.xml,0.833333333,1,0.519630096
06_222.xml,0.833333333,1,0.505398377
06_224.xml,0.181818182,0.75,0.555531833
06_228.xml,0.5,0.166666667,0.551721777
06_229.xml,0.25,0.125,0.610089947
06_23.xml,0.285714286,0.285714286,0.58364376
06_230.xml,0.5,0.75,0.41605541
06_231.xml,0.5625,0.6,0.519150465
06_232.xml,0.2,0.5,0.557770281
06_239.xml,0.285714286,0.75,0.407051663
06_240.xml,0.25,0.5,0.549717647
06_241.xml,0.5,0.333333333,0.443087558
06_242.xml,0.5,0.833333333,0.502129444
06_243.xml,0.5,0.5,0.429973403
06_244.xml,0.444444444,0.25,0.576258988
06_245.xml,0.25,0.4,0.473413455
06_246.xml,0.5,0.25,0.662724391
06_247.xml,0.181818182,0.5,0.456797194
06_248.xml,0.5,0.4,0.493573034
06_249.xml,0,0,0.693147181
06_25.xml,1,0.2,0.445461206
06_251.xml,0.666666667,0.25,0.552321297
06_254.xml,0.066666667,0.25,0.484648865
06_256.xml,0.272727273,0.555555556,0.619544895
06_258.xml,0.5,0.4,0.546852439
06_259.xml,0.6,1,0.552140454
06_26.xml,0.625,0.5,0.433424904
06_263.xml,0,0,0.589315977
06_264.xml,0.75,0.75,0.548061112
06_267.xml,0.416666667,1,0.454110597
06_269.xml,0.5,0.25,0.660344052
06_270.xml,0.375,0.25,0.453903826
06_271.xml,1,0.75,0.393984932
06_272.xml,0.142857143,0.5,0.566237507
06_274.xml,0.222222222,0.75,0.462650319
06_275.xml,0.4,0.4,0.531235598
06_277.xml,0.090909091,0.2,0.503030277
06_278.xml,0.25,0.2,0.514429277
06_279.xml,0.555555556,0.666666667,0.443930052
06_28.xml,0.555555556,0.2,0.505545324
06_280.xml,0.75,0.5,0.535521369
06_286.xml,0,0,0.538727172
06_287.xml,0.5,0.4,0.490277076
06_288.xml,0.333333333,0.25,0.628011533
06_3.xml,0.1,0.333333333,0.518616895
06_301.xml,0,0,0.668414564
06_302.xml,0.25,0.6,0.640350061
06_305.xml,0.473684211,0.5,0.454215783
06_306.xml,0.777777778,1,0.474517354
06_307.xml,0.333333333,0.666666667,0.547380126
06_31.xml,0.125,0.285714286,0.41730247
06_311.xml,1,0.5,0.532401361
06_314.xml,0.285714286,0.5,0.545946187
06_315.xml,0.222222222,0.75,0.556608402
06_316.xml,0.6,0.333333333,0.500935398
06_318.xml,0.4,0.666666667,0.352987495
06_32.xml,0.2,0.25,0.533338938
06_322.xml,0.833333333,0.666666667,0.585309891
06_324.xml,0.333333333,0.25,0.488538319
06_325.xml,0.4,0.833333333,0.570285486
06_326.xml,0.333333333,0.4,0.581245498
06_327.xml,0.4,0.75,0.443904528
06_328.xml,0,0,0.503281173
06_33.xml,0.6,1,0.472312659
06_330.xml,0.333333333,0.4,0.55139775
06_331.xml,0.75,1,0.439400466
06_334.xml,0.666666667,0.5,0.497762278
06_336.xml,0.75,1,0.548896396
06_338.xml,0.666666667,0.666666667,0.558661701
